,JobTitle,Company,Location,Summary,Salary,SalaryType,City,State,Salary Lower,Salary Higher,Salary Average
625,Machine Learning Scientist,CyberCoders,"Philadelphia, PA","This position is open as of 10/18/2016. Machine Learning Scientist - Tech Co. Revolutionizing Learning If you are a Machine Learning Scientist with a Master's degree, please read on! Our team develops breakthrough technology for personalized learning! We...","[ 130 ,  160]",Y,Philadelphia,PA,130000.0,160000.0,145000.0
626,Scientist-II,Experis,"Spring House, PA","Scientist-II Spring House, PA POSITION SUMMARY: The candidate will contribute to the evaluation and development of scalable AAV manufacturing technologies in support of efforts to develop human therapies. She/he will work to engineer a mammalian expressio...","[ 27.00 ,  29.00]",H,Spring House,PA,56160.0,60320.0,58240.0
627,Patient Safety Scientist,Kelly Scientific Resources,"Wilmington, DE","Patient Safety Associate – Support (Systems) – 3 month contract Kelly Clinical and a world renown pharmaceutical company is looking for the right fit for a Patient Safety Scientist in Wilmington, DE for a 3 month contract. Contribute to scientific, techni...","[ 0 ,  74 ]",Y,Wilmington,DE,74000.0,74000.0,74000.0
628,Clinical Study Professional,,"Upper Providence, Upper Merion or Research Triangle Park, PA","Alphanumeric is hiring a Clinical Development Scientist to work with one of the largest pharmaceutical companies in the world. This position can be based in Upper Providence, Upper Merion or RTP. We are unable to offer sponsorship or represent C2C candida...","[ 0.00 ,  58.00]",H,"Upper Providence, Upper Merion or Research Triangle Park",PA,120640.0,120640.0,120640.0
629,Analytics Consultant / Strategist,Johnson Service Group,"Philadelphia, PA",We have an immediate openings for Analytics Strategist in Philadelphia PA or RTP NC. This position is approved for 3 monts and could be extended. Pay rate: Highly competitive 5 + years of experience in digital and CRM analytics. Analytics Strategist SME t...,"[ 80.00 ,  120.00]",H,Philadelphia,PA,166400.0,249600.0,208000.0
630,Molecular Biologist,Aerotek,"West Chester, PA","Our client, is a leading CRO that is looking to add a talented Molecular Biologist to their growing Molecular team. Summary of the role: Planning and conducting experiments under the direction of a senior scientist Conducting studies on molecular cloning...","[ 40 ,  65]",Y,West Chester,PA,40000.0,65000.0,52500.0
631,Data Scientist,CyberCoders,"Salt Lake City, UT","This position is open as of 10/18/2016. Data Scientist - Emerging Digital Finance Company Are you a Data Scientist who's mind is as analytical as Tyrion Lannister's is witty? If so, read on and apply today! Location: Salt Lake City, UT Salary Range: $80-1...","[ 80 ,  120]",Y,Salt Lake City,UT,80000.0,120000.0,100000.0
632,Data Scientist,"TEKsystems, Inc","Salt Lake City, UT","Top 3 Skills: 3 years experiecnce manipulating large and/or complex data sets. 3 years experience with SQL. Expereince using R, Python, SAS to explore aggregat or profile data. Job Description: The role will have the candidate follow the data. The candida...","[ 45.00 ,  75.00]",H,Salt Lake City,UT,93600.0,156000.0,124800.0
633,Chief Data Scientist,CyberCoders,"Salt Lake City, UT","This position is open as of 10/18/2016. Chief Data Scientist - R, Python, Matlab If you are a Chief Data Scientist with experience, please read on! Based in Salt Lake City, this exciting new position will join one of the fastest growing specialty finance...","[ 130 ,  150]",Y,Salt Lake City,UT,130000.0,150000.0,140000.0
634,SQL Developer / Database Engineer,ConsultNet,"Draper, UT","SQL Developer / Database Engineer Contract to Hire Salt Lake City, Utah Pay commensurate with experience Job Brief: Work with a group of other developers, DBA's, data scientists and other creative thinkers who are contributing to the emerging technologies...","[ 45.00 ,  60.00]",H,Draper,UT,93600.0,124800.0,109200.0
635,Mechanical Engineer,,"South Salt Lake, UT",Company Description Quartzdyne designs and manufactures the industry-standard quartz pressure transducer and monitoring tools for the downhole oil and gas industry. Quartzdyne is also well known for its rugged hybrid electronics for high-reliability under...,"[ 65 ,  80]",Y,South Salt Lake,UT,65000.0,80000.0,72500.0
636,Director of Data Science,Brooksource,"Nashville, TN","Are you an experienced Data Scientist with strong management skills? If so, there's a great opportunity open for you in Nashville, TN! Our healthcare client is looking for a Director of Data Science to be a key statistics and analytics expert. Pay Rate: $...","[ 65.00 ,  85.00]",H,Nashville,TN,135200.0,176800.0,156000.0
637,Sr. Data Scientist,CyberCoders,"Salt Lake City, UT","This position is open as of 10/18/2016. Data Scientist - R, Python, Regression Methods If you are a Data Scientist with experience, please read on! Based in Salt Lake City, this exciting new position will join one of the fastest growing specialty finance...","[ 110 ,  150]",Y,Salt Lake City,UT,110000.0,150000.0,130000.0
638,Data Scientist,"TEKsystems, Inc","Salt Lake City, UT","Top 3 Skills: 3 years experiecnce manipulating large and/or complex data sets. 3 years experience with SQL. Expereince using R, Python, SAS to explore aggregat or profile data. Job Description: The role will have the candidate follow the data. The candida...","[ 45.00 ,  75.00]",H,Salt Lake City,UT,93600.0,156000.0,124800.0
639,Chief Data Scientist,CyberCoders,"Salt Lake City, UT","This position is open as of 10/18/2016. Chief Data Scientist - R, Python, Matlab If you are a Chief Data Scientist with experience, please read on! Based in Salt Lake City, this exciting new position will join one of the fastest growing specialty finance...","[ 130 ,  150]",Y,Salt Lake City,UT,130000.0,150000.0,140000.0
640,SQL Developer / Database Engineer,ConsultNet,"Draper, UT","SQL Developer / Database Engineer Contract to Hire Salt Lake City, Utah Pay commensurate with experience Job Brief: Work with a group of other developers, DBA's, data scientists and other creative thinkers who are contributing to the emerging technologies...","[ 45.00 ,  60.00]",H,Draper,UT,93600.0,124800.0,109200.0
641,Mechanical Engineer,,"South Salt Lake, UT",Company Description Quartzdyne designs and manufactures the industry-standard quartz pressure transducer and monitoring tools for the downhole oil and gas industry. Quartzdyne is also well known for its rugged hybrid electronics for high-reliability under...,"[ 65 ,  80]",Y,South Salt Lake,UT,65000.0,80000.0,72500.0
642,Data Scientist,Aerotek,"Arlington, VA","Now hiring Data Scientists on DARPA's Net Defense team! 60% data mining and modeling (python, R, moving files in Linux/Unix environment) 30% visualization - making data models visual and presentable 10% team meetings This candidate will be supporting DARP...","[ 10 ,  150]",Y,Arlington,VA,10000.0,150000.0,80000.0
643,Associate Data Science,Sancus Associates,"District of Columbia, DC","Associate Data Scientist AdTech $125,000-150,000 New York, NY/ Washington, D.C A mid sized Adtech frim with offices in New York and Washington D.C is looking to bring on an associate to join the well established team. If you are looking to make the next s...","[ 125 ,  150]",Y,District of Columbia,DC,125000.0,150000.0,137500.0
644,Data Warehouse Analyst,Robert Half Technology,"Washington, DC","Ref ID: 04510-0008878026 Classification: Database Analyst Compensation: $100,000.00 to $130,000.00 per year Our client seeks a Data Scientist for a full time opportunity in Washington, DC: The Data Scientist will lead efforts for gathering and analyzing d...","[ 100 ,  130]",Y,Washington,DC,100000.0,130000.0,115000.0
645,Software Engineer,,"Washington, DC, MD","Acquisition Technologies, Inc., aVirginia based Engineering and Management solutions firm is currently seeking SoftwareEngineers to support NASA’s EOSDIS Evolution and Development 2 (EED-2) Projectin its mission to provide scientist and other users wit...","[ 75 ,  130]",Y,Washington,MD,75000.0,130000.0,102500.0
646,Senior Data Engineer - Streaming Analytics,CyberCoders,"Alexandria, VA","This position is open as of 10/18/2016. Senior Data Engineer - Streaming Analytics Leveraging 25 years of leadership in sensor technology, we are pioneering sensor analytics solutions that create operational intelligence from the Internet of things. Apply...","[ 75 ,  160]",Y,Alexandria,VA,75000.0,160000.0,117500.0
647,Senior Python Developer,CyberCoders,"Ashburn, VA","This position is open as of 10/18/2016. Senior Python Developer for a Leader in eCommerce ••EQUITY OPPORTUNITY as well. If you are a Senior Python Developer with experience, please read on! Top Reasons to Work with Us We are seeking a curious, out of the...","[ 100 ,  130]",Y,Ashburn,VA,100000.0,130000.0,115000.0
648,Project Manager,,"1705 Desales Street NorthwestWashington, DC","Analytica is seeking a Project Manager to join its Data Management & Analytics team supporting Federal Health Care (HHS/ CMS/ DHA / VA) practice. Projects in our Data Management & Analytics team include managing software, system engineering, data manageme...","[ 80 ,  135]",Y,1705 Desales Street NorthwestWashington,DC,80000.0,135000.0,107500.0
649,Senior Data Scientist,CyberCoders,"Berkeley, CA","This position is open as of 10/18/2016. Senior Data Scientist -NLP Located in beautiful Berkeley, CA, we have a passion for healthcare and are singularly focused on improving our healthcare system for all stakeholders – especially patients - by helping ou...","[ 140 ,  200]",Y,Berkeley,CA,140000.0,200000.0,170000.0
650,Senior | Lead Data Scientist,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Senior Data Scientist - Big Data, Machine Learning - San Fran! We are seeking a very smart and engaged Senior Data Scientist to work with our massive data sets. As a robust networking firm, founded in 2011, we are b...","[ 150 ,  250]",Y,San Francisco,CA,150000.0,250000.0,200000.0
651,"Lead Data Scientist - ML, NLP, AI",Vaco Technology,"San Francisco, CA","Vaco has been engaged to find a Lead Data Scientist to join a vibrant organization in which Machine Learning (ML) is the core technical mission. As a Lead Data Scientist, you will head up a 2 to 4 person team building state of the art algorithms for optim...","[ 170 ,  175]",Y,San Francisco,CA,170000.0,175000.0,172500.0
652,Principal Scientist- Relocating to San Diego,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Principal Scientist - RELOCATING TO SAN DIEGO If you are a Principal Scientist with experience in Predictive Modeling, please read on! Job Title: Principal Scientist Location: San Diego, CA- Company will Relocate Sa...","[ 140 ,  200]",Y,San Francisco,CA,140000.0,200000.0,170000.0
653,Lead Data Scientist / Data Scientist Manager - Bangkok,,"Palo Alto, CA","Lead Data Scientist (Bangkok) - FULL RELOCATION AND VISA SPONSORSHIP AVAILABLE Requirements: Do you have what it takes? * Excited and able to relocate to Bangkok, Thailand * Leadership skills and experience in leading data science projects and or teams *...","[ 0 ,  100]",Y,Palo Alto,CA,100000.0,100000.0,100000.0
654,Software Engineer,CyberCoders,"Berkeley, CA","This position is open as of 10/18/2016. Software Engineer - PowerShell/Large Data Sets Located in beautiful Berkeley, CA, we have a passion for healthcare and are singularly focused on improving our healthcare system for all stakeholders – especially pati...","[ 140 ,  200]",Y,Berkeley,CA,140000.0,200000.0,170000.0
655,Tired of your Current Job? Looking for a Change in Career? It’s TIME to THINK OUTSIDE the CUBICLE!,,"Oakland, CA",Are you tired of being stuck behind your desk and not experiencing any growth? Is your desk stopping you from living your biggest dreams and aspirations? A great businessman once said “the only thing that is standing between your goals and your dreams is...,"[ 40 ,  70]",Y,Oakland,CA,40000.0,70000.0,55000.0
656,"Apply Today, Start Tomorrow! Entry Level Sales & Customer Service Rep - Advancement Opportunities",,"San Francisco, CA","Apply Today, Start Tomorrow! Entry Level Sales & Customer Service Rep - Management Opportunity Are you looking for a career that gets you EXCITED to come to work everyday? Are you looking for a CAREER rather than just a job? Welcome to our Firm, where NO...","[ 40 ,  50]",Y,San Francisco,CA,40000.0,50000.0,45000.0
657,Customer Service - Paid training -Start ASAP,,"Richmond, CA",IMMEDIATE HIRE - NO EXPERIENCE NECESSARY - FULL TIME POSITIONS ENTRY LEVEL POSITIONS IN: ENTRY LEVEL MARKETING / CUSTOMER SERVICE - RAPID ADVANCEMENT IN OUR NEW OFFICE! We provide aggressive marketing and advertising campaigns for national accounts in the...,"[ 40 ,  50]",Y,Richmond,CA,40000.0,50000.0,45000.0
658,"Sr. Data Infrastructure Engineer- VC Backed, Healthcare Startup!",CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Data Infrastructure Engineer- Well Funded, Healthcare Start-Up! If you are a Data Infrastructure Engineer with 3+ years of experience and comfortable using Machine Learning and the latested in data analytics to buil...","[ 100 ,  150]",Y,San Francisco,CA,100000.0,150000.0,125000.0
659,Director of Engineering,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Director of Engineering- Java/Scala, NLP, Data Science If you are a Director of Engineering with experience, please read on! Job Title: Director of Engineering Location: Palo Alto, CA Salary: $150-185k+ Equity optio...","[ 150 ,  200]",Y,Palo Alto,CA,150000.0,200000.0,175000.0
660,Director of Analytics,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Director of Analytics - Analytics, PhD, Quantitative Consulting We're a fast-paced, growing, and a downright cool Technology Company with tons of upside. We keep growing... and growing... and growing; hence, the nee...","[ 100 ,  200]",Y,San Francisco,CA,100000.0,200000.0,150000.0
661,Data Scientist,Aerotek,"Arlington, VA","Now hiring Data Scientists on DARPA's Net Defense team! 60% data mining and modeling (python, R, moving files in Linux/Unix environment) 30% visualization - making data models visual and presentable 10% team meetings This candidate will be supporting DARP...","[ 10 ,  150]",Y,Arlington,VA,10000.0,150000.0,80000.0
662,Associate Data Science,Sancus Associates,"District of Columbia, DC","Associate Data Scientist AdTech $125,000-150,000 New York, NY/ Washington, D.C A mid sized Adtech frim with offices in New York and Washington D.C is looking to bring on an associate to join the well established team. If you are looking to make the next s...","[ 125 ,  150]",Y,District of Columbia,DC,125000.0,150000.0,137500.0
663,Data Warehouse Analyst,Robert Half Technology,"Washington, DC","Ref ID: 04510-0008878026 Classification: Database Analyst Compensation: $100,000.00 to $130,000.00 per year Our client seeks a Data Scientist for a full time opportunity in Washington, DC: The Data Scientist will lead efforts for gathering and analyzing d...","[ 100 ,  130]",Y,Washington,DC,100000.0,130000.0,115000.0
664,Senior Python Developer,CyberCoders,"Ashburn, VA","This position is open as of 10/18/2016. Senior Python Developer for a Leader in eCommerce ••EQUITY OPPORTUNITY as well. If you are a Senior Python Developer with experience, please read on! Top Reasons to Work with Us We are seeking a curious, out of the...","[ 100 ,  130]",Y,Ashburn,VA,100000.0,130000.0,115000.0
665,Software Engineer,,"Washington, DC, MD","Acquisition Technologies, Inc., aVirginia based Engineering and Management solutions firm is currently seeking SoftwareEngineers to support NASA’s EOSDIS Evolution and Development 2 (EED-2) Projectin its mission to provide scientist and other users wit...","[ 75 ,  130]",Y,Washington,MD,75000.0,130000.0,102500.0
666,Project Manager,,"1705 Desales Street NorthwestWashington, DC","Analytica is seeking a Project Manager to join its Data Management & Analytics team supporting Federal Health Care (HHS/ CMS/ DHA / VA) practice. Projects in our Data Management & Analytics team include managing software, system engineering, data manageme...","[ 80 ,  135]",Y,1705 Desales Street NorthwestWashington,DC,80000.0,135000.0,107500.0
667,Software Engineer,CyberCoders,"Happy Valley, OR","This position is open as of 10/18/2016. Software Engineer - Java/Scala, Python/Django, Hadoop ( HDFS/Map We are a dynamic, talented team focused on building the next generation marketing automation platform. Top Reasons to Work with Us We are in the midst...","[ 75 ,  90]",Y,Happy Valley,OR,75000.0,90000.0,82500.0
668,Data Scientist,CyberCoders,"Dallas, TX","This position is open as of 10/18/2016. Data Scientist - Machine Learning, SQL, Data Mining If you are a Data Scientist with experience, please read on! Do you enjoy using your talent to break down business challenges into data-driven problems? We are loo...","[ 85 ,  120]",Y,Dallas,TX,85000.0,120000.0,102500.0
669,data scientist,,"Richardson, TX","Job Title: DataScientist Duration: 12+ months Work Location: Dallas TX Job Description: Design data mining solutions to be implemented and executed with alignment to the planned scope and design coverage and needs/uses, leveraging knowledge and a broad u...","[ 100 ,  120]",Y,Richardson,TX,100000.0,120000.0,110000.0
670,Acquisition Marketing Data Scientist,Analytic Recruiting,"Dallas, TX","Acquisition Marketing Data Scientist Seeking Data Scientist to utilize machine learning, advanced analytical and statistical techniques to create statistical models to optimize online marketing spend. Must have knowledge of data mining and statistical ana...","[ 85 ,  95]",Y,Dallas,TX,85000.0,95000.0,90000.0
671,Research Scientist,Medix,"Dallas, TX","Research Scientist This Research Scientist will work in a high performing, cross-functional team with the goal of driving innovation in the development of d esign and perform experiments on the bench-top, in the pilot plant and in full scale manufacturing...","[ 50 ,  70]",Y,Dallas,TX,50000.0,70000.0,60000.0
672,Senior Big Data Developer,Midwest Consulting Group,"Dallas, TX, TX",The primary function of this position is for the development of sophisticated solutions for various initiatives and projects the IT applications department will undertake using Big Data technologies and related platforms. The IT Big Data Senior Developer...,"[ 70.00 ,  75.00]",H,Dallas,TX,145600.0,156000.0,150800.0
673,Support Engineer II - R Programming/Linux Administration,Volt,"Irving, TX",Day-to-Day: This team supports external users. Someone who has a support background will be a bit quicker to get up-to-speed as there is quite a large amount of knowledge and learning required in the role. Knowing how to communicate complex things over th...,"[ 20.00 ,  25.00]",H,Irving,TX,41600.0,52000.0,46800.0
674,Senior Data Scientist,,"201 South Tryon StreetCharlotte, NC","My local and stable Fortune 500 client is looking for a talented Senior Data Scientist to join their growing team. This team offers a great work-life balance and strong pay and benefits. As a Senior Data Scientist, you will: - Transform Information into a...","[ 130 ,  180]",Y,201 South Tryon StreetCharlotte,NC,130000.0,180000.0,155000.0
675,Data Scientist,endevis,"Houston, TX","Data Scientist Endevis works extensively within the Software and Data Engineering space, partnering with some of the most elite organizations in the country to build out their teams with the best and the brightest Engineers within the industry. We are cur...","[ 110 ,  160]",Y,Houston,TX,110000.0,160000.0,135000.0
676,Data Scientist,Burnett Specialists,"Houston, TX",Job Reference #: 41-1014TBD-16CT Data Scientist A global leader inthe oil and gas industry located in the Houston area is seeking a DataScientist to add to their team. Description: The Data Scientist works with the advanced analytics team on data and bu...,"[ 80 ,  120]",Y,Houston,TX,80000.0,120000.0,100000.0
677,Data Scientist,CyberCoders,"Dallas, TX","This position is open as of 10/18/2016. Data Scientist - Machine Learning, SQL, Data Mining If you are a Data Scientist with experience, please read on! Do you enjoy using your talent to break down business challenges into data-driven problems? We are loo...","[ 85 ,  120]",Y,Dallas,TX,85000.0,120000.0,102500.0
678,data scientist,,"Richardson, TX","Job Title: DataScientist Duration: 12+ months Work Location: Dallas TX Job Description: Design data mining solutions to be implemented and executed with alignment to the planned scope and design coverage and needs/uses, leveraging knowledge and a broad u...","[ 100 ,  120]",Y,Richardson,TX,100000.0,120000.0,110000.0
679,Acquisition Marketing Data Scientist,Analytic Recruiting,"Dallas, TX","Acquisition Marketing Data Scientist Seeking Data Scientist to utilize machine learning, advanced analytical and statistical techniques to create statistical models to optimize online marketing spend. Must have knowledge of data mining and statistical ana...","[ 85 ,  95]",Y,Dallas,TX,85000.0,95000.0,90000.0
680,Research Scientist,Medix,"Dallas, TX","Research Scientist This Research Scientist will work in a high performing, cross-functional team with the goal of driving innovation in the development of d esign and perform experiments on the bench-top, in the pilot plant and in full scale manufacturing...","[ 50 ,  70]",Y,Dallas,TX,50000.0,70000.0,60000.0
681,Senior Big Data Developer,Midwest Consulting Group,"Dallas, TX, TX",The primary function of this position is for the development of sophisticated solutions for various initiatives and projects the IT applications department will undertake using Big Data technologies and related platforms. The IT Big Data Senior Developer...,"[ 70.00 ,  75.00]",H,Dallas,TX,145600.0,156000.0,150800.0
682,Support Engineer II - R Programming/Linux Administration,Volt,"Irving, TX",Day-to-Day: This team supports external users. Someone who has a support background will be a bit quicker to get up-to-speed as there is quite a large amount of knowledge and learning required in the role. Knowing how to communicate complex things over th...,"[ 20.00 ,  25.00]",H,Irving,TX,41600.0,52000.0,46800.0
683,Senior | Lead Data Scientist,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Senior Data Scientist - Big Data, Machine Learning - San Fran! We are seeking a very smart and engaged Senior Data Scientist to work with our massive data sets. As a robust networking firm, founded in 2011, we are b...","[ 150 ,  250]",Y,San Francisco,CA,150000.0,250000.0,200000.0
684,"Lead Data Scientist - ML, NLP, AI",Vaco Technology,"San Francisco, CA","Vaco has been engaged to find a Lead Data Scientist to join a vibrant organization in which Machine Learning (ML) is the core technical mission. As a Lead Data Scientist, you will head up a 2 to 4 person team building state of the art algorithms for optim...","[ 170 ,  175]",Y,San Francisco,CA,170000.0,175000.0,172500.0
685,"Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) If you are a Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) with experience, please read on! Located in beautiful Mountain View, CA, we...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
686,Principal Scientist- Relocating to San Diego,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Principal Scientist - RELOCATING TO SAN DIEGO If you are a Principal Scientist with experience in Predictive Modeling, please read on! Job Title: Principal Scientist Location: San Diego, CA- Company will Relocate Sa...","[ 140 ,  200]",Y,San Francisco,CA,140000.0,200000.0,170000.0
687,"Apply Today, Start Tomorrow! Entry Level Sales & Customer Service Rep - Advancement Opportunities",,"San Francisco, CA","Apply Today, Start Tomorrow! Entry Level Sales & Customer Service Rep - Management Opportunity Are you looking for a career that gets you EXCITED to come to work everyday? Are you looking for a CAREER rather than just a job? Welcome to our Firm, where NO...","[ 40 ,  50]",Y,San Francisco,CA,40000.0,50000.0,45000.0
688,Customer Service - Paid training -Start ASAP,,"Richmond, CA",IMMEDIATE HIRE - NO EXPERIENCE NECESSARY - FULL TIME POSITIONS ENTRY LEVEL POSITIONS IN: ENTRY LEVEL MARKETING / CUSTOMER SERVICE - RAPID ADVANCEMENT IN OUR NEW OFFICE! We provide aggressive marketing and advertising campaigns for national accounts in the...,"[ 40 ,  50]",Y,Richmond,CA,40000.0,50000.0,45000.0
689,"Sr. Data Infrastructure Engineer- VC Backed, Healthcare Startup!",CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Data Infrastructure Engineer- Well Funded, Healthcare Start-Up! If you are a Data Infrastructure Engineer with 3+ years of experience and comfortable using Machine Learning and the latested in data analytics to buil...","[ 100 ,  150]",Y,San Francisco,CA,100000.0,150000.0,125000.0
690,Research Engineer,CyberCoders,"San Mateo, CA","This position is open as of 10/18/2016. Research Engineer - Python, Machine Learning, If you are a Research Engineer with experience, please read on! We are looking for motivated self-starters and extremely fast learners with top notch problem solving and...","[ 80 ,  140]",Y,San Mateo,CA,80000.0,140000.0,110000.0
691,Director of Engineering,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Director of Engineering- Java/Scala, NLP, Data Science If you are a Director of Engineering with experience, please read on! Job Title: Director of Engineering Location: Palo Alto, CA Salary: $150-185k+ Equity optio...","[ 150 ,  200]",Y,Palo Alto,CA,150000.0,200000.0,175000.0
692,Mechanical Engineer,Altair,"Detroit, MI","Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers. As a wholly owned subsidiary of Altair Engineering, Inc. (www.altair.com), this cross-functional...","[ 0 ,  88]",Y,Detroit,MI,88000.0,88000.0,88000.0
693,Data Scientist,"TEKsystems, Inc","Baltimore, MD","TEKsystems' client is looking for a data scientist to mine their systems for fraud within the healthcare industry. The contractor shall construct necessary software assets to execute models, including building specialized analytics data stores, databases...","[ 40.00 ,  50.00]",H,Baltimore,MD,83200.0,104000.0,93600.0
694,"Junior Data Scientist - global eCommerce - Bangkok, Thailand",,"Baltimore, MD",Junior Data Scientist - global eCommerce leader (BASED IN Bangkok/Thailand) - FULL RELOCATION PACKAGE AVAILABLE FOR OVERSEAS CANDIDATES Requirements: Do you have what it takes? * At least 2 years working as a statistician / analyst / data scientist (with...,"[ 0 ,  100]",Y,Baltimore,MD,100000.0,100000.0,100000.0
695,Senior Chemist (Bio Analytical),Kelly Scientific Resources,"Concord Township, OH",Senior Chemist (Bio analytical)-OH Kelly Services is currently seeking Senior Chemist (Bio analytical) for a direct hire position in Ohio. Relocation assistance offered. Job Responsibilities: • Performing complex laboratory analysis of pharmaceutical and...,"[ 65 ,  85 ]",Y,Concord Township,OH,65000.0,85000.0,75000.0
696,Data Scientist (Machine Learning),CyberCoders,"San Mateo, CA","This position is open as of 10/18/2016. Data Scientist (Machine Learning) If you are a data scientist with machine learning experience, please read on! Located in San Mateo, we are a predictive analytics company in a high growth environment pioneering sol...","[ 120 ,  140]",Y,San Mateo,CA,120000.0,140000.0,130000.0
697,Senior | Lead Data Scientist,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Senior Data Scientist - Big Data, Machine Learning - San Fran! We are seeking a very smart and engaged Senior Data Scientist to work with our massive data sets. As a robust networking firm, founded in 2011, we are b...","[ 150 ,  250]",Y,San Francisco,CA,150000.0,250000.0,200000.0
698,"Lead Data Scientist - ML, NLP, AI",Vaco Technology,"San Francisco, CA","Vaco has been engaged to find a Lead Data Scientist to join a vibrant organization in which Machine Learning (ML) is the core technical mission. As a Lead Data Scientist, you will head up a 2 to 4 person team building state of the art algorithms for optim...","[ 170 ,  175]",Y,San Francisco,CA,170000.0,175000.0,172500.0
699,"Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) If you are a Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) with experience, please read on! Located in beautiful Mountain View, CA, we...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
700,"Apply Today, Start Tomorrow! Entry Level Sales & Customer Service Rep - Advancement Opportunities",,"San Francisco, CA","Apply Today, Start Tomorrow! Entry Level Sales & Customer Service Rep - Management Opportunity Are you looking for a career that gets you EXCITED to come to work everyday? Are you looking for a CAREER rather than just a job? Welcome to our Firm, where NO...","[ 40 ,  50]",Y,San Francisco,CA,40000.0,50000.0,45000.0
701,Tired of your Current Job? Looking for a Change in Career? It’s TIME to THINK OUTSIDE the CUBICLE!,,"Oakland, CA",Are you tired of being stuck behind your desk and not experiencing any growth? Is your desk stopping you from living your biggest dreams and aspirations? A great businessman once said “the only thing that is standing between your goals and your dreams is...,"[ 40 ,  70]",Y,Oakland,CA,40000.0,70000.0,55000.0
702,Customer Service - Paid training -Start ASAP,,"Richmond, CA",IMMEDIATE HIRE - NO EXPERIENCE NECESSARY - FULL TIME POSITIONS ENTRY LEVEL POSITIONS IN: ENTRY LEVEL MARKETING / CUSTOMER SERVICE - RAPID ADVANCEMENT IN OUR NEW OFFICE! We provide aggressive marketing and advertising campaigns for national accounts in the...,"[ 40 ,  50]",Y,Richmond,CA,40000.0,50000.0,45000.0
703,"Senior Software Engineer-Python, SQL, AWS, Data Analytic Startup",CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Senior Software Engineer-Python, SQL, AWS, Data Analytic Startup If you are a Senior Software Engineer with 5+ years of experience and proficient with Python, SQL, PostgreSQL, AWS, and/or Data Analytic Platforms (Bo...","[ 140 ,  175]",Y,San Francisco,CA,140000.0,175000.0,157500.0
704,Director of Engineering,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Director of Engineering- Java/Scala, NLP, Data Science If you are a Director of Engineering with experience, please read on! Job Title: Director of Engineering Location: Palo Alto, CA Salary: $150-185k+ Equity optio...","[ 150 ,  200]",Y,Palo Alto,CA,150000.0,200000.0,175000.0
705,Senior Data Scientist,CyberCoders,"Berkeley, CA","This position is open as of 10/18/2016. Senior Data Scientist -NLP Located in beautiful Berkeley, CA, we have a passion for healthcare and are singularly focused on improving our healthcare system for all stakeholders – especially patients - by helping ou...","[ 140 ,  200]",Y,Berkeley,CA,140000.0,200000.0,170000.0
706,Senior | Lead Data Scientist,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Senior Data Scientist - Big Data, Machine Learning - San Fran! We are seeking a very smart and engaged Senior Data Scientist to work with our massive data sets. As a robust networking firm, founded in 2011, we are b...","[ 150 ,  250]",Y,San Francisco,CA,150000.0,250000.0,200000.0
707,"Lead Data Scientist - ML, NLP, AI",Vaco Technology,"San Francisco, CA","Vaco has been engaged to find a Lead Data Scientist to join a vibrant organization in which Machine Learning (ML) is the core technical mission. As a Lead Data Scientist, you will head up a 2 to 4 person team building state of the art algorithms for optim...","[ 170 ,  175]",Y,San Francisco,CA,170000.0,175000.0,172500.0
708,Principal Scientist- Relocating to San Diego,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Principal Scientist - RELOCATING TO SAN DIEGO If you are a Principal Scientist with experience in Predictive Modeling, please read on! Job Title: Principal Scientist Location: San Diego, CA- Company will Relocate Sa...","[ 140 ,  200]",Y,San Francisco,CA,140000.0,200000.0,170000.0
